title,classes,generated_text_1,generated_text_2
image_294.png,propaganda,a photography of a newspaper advertisement for the boston gazette,a black and white photo of a newspaper advertisement for a business
image_40.png,propaganda,a photography of a collage of photos of a man in a suit,a close up of a magazine cover with a bunch of pictures
image_38.png,propaganda,a photography of a poster of two women working on a project,there is a poster of two women working on a project
image_47.png,propaganda,a photography of a poster of a man and woman on a motorcycle,a picture of a poster with a man and woman on a boat
image_480.png,propaganda,a photography of a poster with a man and woman in top hats,a close up of a poster with a man and woman in top hats
image_122.png,propaganda,a photography of a poster advertising a conference in a museum,a poster advertising a meeting of the civil war
image_30.png,propaganda,a photography of a poster of a man holding a stick,a close up of a poster with a man holding a pole
image_371.png,propaganda,a photography of a sign advertising a home for sale,a poster advertising a home for sale in the winter
image_141.png,propaganda,a photography of a poster with a man standing in a corner,a poster with a man standing in front of a wall
image_479.png,propaganda,a photography of a newspaper advertisement with a picture of a man,a newspaper advertisement for the liberation of paris
image_69.png,propaganda,a photography of a poster with a picture of an eagle,a black and white photo of a poem with an eagle
image_85.png,propaganda,a photography of a poster of a sailor in a white uniform,a close up of a poster with a sailor on it
image_471.png,propaganda,"a photography of a hat, gloves, and a red scarf","there is a picture of a hat, gloves and a scarf"
image_263.png,propaganda,a photography of a page of a book with a red border,a black and red document with a red border on it
image_362.png,propaganda,a photography of a poster advertising a farmer and his wife,a picture taken from a poster advertising a farmer and his wife
image_130.png,propaganda,a photography of a poster with a hand holding a napkin,a poster with a hand holding a napkin and a pair of scissors
image_320.png,propaganda,a photography of a poster advertising a grand resemet,a poster advertising a grand resemet at the national theatre
image_276.png,propaganda,a photography of a poster advertising a french exhibition,"a poster advertising the march 18, 1917, paris, french civil campaign"
image_389.png,propaganda,a photography of a poster advertising a political event,a black and white poster with a black border and a black frame
image_161.png,propaganda,a photography of a document with a black background,a black and white photo of a document with a picture of a woman
image_475.png,propaganda,a photography of a poster advertising a french concert,a black and white poster with a picture of a man in a suit
image_329.png,propaganda,a photography of a poster of a nurse and children,a poster of a nurse and children in uniform with a red cross
image_226.png,propaganda,a photography of a poster with a man on a hill with a red cross,poster of a man on a hill with a red cross cross
image_17.png,propaganda,a photography of a poster for a movie with a cat and a mouse,french poster of a man holding a plate with a cat on it
image_505.png,propaganda,a photography of a poster with a man and woman standing next to each other,an old poster of two people standing next to each other
image_290.png,propaganda,a photography of a poster with a description of the events,a close up of a poster on a black background with a red and white text
image_62.png,propaganda,a photography of a poster of a man with a red background,a poster of a man with a red background and a black background
image_412.png,propaganda,a photography of a poster for war savings stamps,arafed poster of a boy holding a water fountain
image_10.png,propaganda,a photography of a poster of a man holding a piece of paper,arafed poster of a man holding a piece of paper in his hand
image_104.png,propaganda,a photography of a sign advertising a liberty loan,a close up of a sign that says buy bonds third liberty loan
image_124.png,propaganda,a photography of a poster advertising a political rally,a close up of a poster with a black border on it
image_345.png,propaganda,a photography of a poster of a man and two children in a field,a picture of a poster of a man and two children in a field
image_258.png,propaganda,a photography of a map of the world with a lot of people,a close up of a map of the world with a lot of people
image_8.png,propaganda,a photography of a series of pictures of a train and other things,a close up of a picture of a bunch of pictures of people
image_2.png,propaganda,a photography of a poster advertising a manfestion in the united states,a close up of a poster on a wall with a black background
image_167.png,propaganda,a photography of a menu for a restaurant with a picture of a man,a close up of a menu with a picture of a man
image_255.png,propaganda,a photography of a poster with a man in a top hat,a close up of a poster with a man in a hat
image_182.png,propaganda,a photography of a poster with a flag and a message,a close up of a sign with a flag on it
image_380.png,propaganda,a photography of a man in a helmet and a sign,a close up of a poster with a soldier in a helmet
image_379.png,propaganda,a photography of a baby in a hat is looking up,a black and white photo of a baby in a hat
image_508.png,propaganda,a photography of a sign that says leway on it,a close up of a sign with a lot of words on it
image_422.png,propaganda,a photography of a woman holding a fan and a flower,a picture taken from a postcard of a woman holding a fan
image_74.png,propaganda,a photography of a newspaper advertisement with a picture of a man and a woman,a close up of a newspaper with a picture of a man on a horse
image_270.png,propaganda,a photography of a black and white photo of a boat in the water,arafed photograph of a black and white photo of a boat
image_458.png,propaganda,a photography of a red cross sign with a quote on it,a close up of a red cross sign with a blue border
image_25.png,propaganda,a photography of a sign that is on a wall,a close up of a sign with a picture of a person on it
image_203.png,propaganda,a photography of a newspaper advertisement for a film about the film habitants du vi,a poster advertising the birth of the first french soldier
image_80.png,propaganda,"a photography of a sign that reads, april, and a picture of a woman",a close up of a sign on a wall with a picture of a person
image_184.png,propaganda,a photography of a poster of a boy and girl holding a baseball bat,arafed picture of a couple of people holding a baseball bat
image_1.png,propaganda,a photography of a sign that says don't arizona on it,a close up of a sign that says don't arizona on it
image_308.png,propaganda,a photography of a poster advertising a dog and a cat,a poster advertising a woman's underwear line with a cow
image_335.png,propaganda,a photography of a poster advertising navy day in the ocean,a poster of a large boat in the ocean with a sky background
image_417.png,propaganda,a photography of a poster of a man in uniform pointing to another man,a close up of a poster with a man pointing to another man
image_229.png,propaganda,a photography of a poster with a picture of a man in a suit,a close up of a document with a picture of a man
image_513.png,propaganda,a photography of a poster of a woman holding a sign,a poster of a woman holding a sign that says women help men
image_307.png,propaganda,a photography of a poster with a picture of a man in a wheelchair,a close up of a poster with a bunch of different things
image_411.png,propaganda,a photography of a poster advertising a movie with a flower,there is a poster of a flower with a halo on it
image_120.png,propaganda,a photography of a sign that reads contic local de liberation,a sign that is on the side of a building
image_331.png,propaganda,a photography of a poster of a little girl holding a teddy bear,a close up of a poster with a child holding a teddy bear
image_264.png,propaganda,a photography of a picture of a poster with flags and a man,a close up of a poster with two flags and a man
image_356.png,propaganda,a photography of a poster advertising a movie starring the play,a close up of a poster with a bunch of words on it
image_236.png,propaganda,a photography of a man in a white shirt and shorts is standing in front of a mirror,a close up of a book cover with a man in a white shirt
image_101.png,propaganda,a photography of a painting of a man and a woman holding books,painting of a man and woman holding books in front of a black background
image_50.png,propaganda,a photography of a poster with a bunch of pictures of people,a close up of a poster with a bunch of different pictures
image_115.png,propaganda,a photography of a poster of a family in china,china first to fight united china relief
image_97.png,propaganda,a photography of a poster of a woman holding a cat,blood of the bead by william j smith
image_490.png,propaganda,a photography of a sign that says one la france,a close up of a sign that says one la france
image_302.png,propaganda,a photography of a poster advertising a food company,a close up of a poster with a man and two cats
image_506.png,propaganda,a photography of a poster with a nurse and nurses,a close up of a poster with a red cross on it
image_200.png,propaganda,a photography of a poster with a red circle on it,arafed poster with a red circle on it stating that there is a nutrition class
image_93.png,propaganda,a photography of a poster with a woman in a helmet,a close up of a poster with a woman in a helmet
image_280.png,propaganda,a photography of a poster advertising a concert in berlin,a close up of a sign on a wall with a picture of a building
image_496.png,propaganda,a photography of a poster with a flag and a poem,a close up of a sign with a flag on it
image_24.png,propaganda,a photography of a poster with a red writing on it,a close up of a book with a red writing on it
image_235.png,propaganda,a photography of a red cross sign on a white background,a close up of a red cross sign on a white background
image_176.png,propaganda,a photography of a poster of a soldier and two children,a picture of a picture of a man and two boys
image_382.png,propaganda,a photography of a poster with a cartoon of a group of people,a poster with a cartoon of a group of people eating
image_242.png,propaganda,a photography of a poster with a red cross on it,arafed poster of a red cross sign with a group of people
image_286.png,propaganda,a photography of a poster for a meeting held in paris,a close up of a poster on a wall with a picture of a man
image_521.png,propaganda,a photography of a poster advertising a winter sale,a close up of a sign with a train on it
image_139.png,propaganda,a photography of a poster with a person putting a trash can in it,a close up of a poster with a person putting something in a trash can
image_196.png,propaganda,a photography of a poster advertising a concert at the grand ball,a poster advertising a concert at the grand ball
image_14.png,propaganda,a photography of a train is shown in this old photo,a close up of a picture of a train on a track
image_523.png,propaganda,a photography of a poster of a woman with a bird on her shoulder,a close up of a poster on a wall with a woman
image_340.png,propaganda,a photography of a book cover of the salvation of army issue,a picture of a book cover with a picture of a boy and a girl
image_474.png,propaganda,a photography of a sign that reads un bonde solidarite we rejove paid,arafed sign with a bunch of money on it in a foreign language
image_317.png,propaganda,a photography of a poster with a horse and a dog on it,a poster with a picture of a man riding a horse and a woman riding a horse
image_432.png,propaganda,a photography of a ticket for a concert in paris,a close up of a ticket with a picture of a man on it
image_44.png,propaganda,a photography of a poster advertising a soccer game,a close up of a poster with a person standing on a stool
image_59.png,propaganda,a photography of a sign with a picture of a man in a chef's hat,a close up of a sign with a picture of a man in a chef's hat
image_421.png,propaganda,a photography of a poster for a military loan,a poster of two women holding an american flag and a man holding a gun
image_390.png,propaganda,a photography of a poster for a political event,a black and white poster with a black border and a black background
image_520.png,propaganda,a photography of a poster with a picture of a gun,a poster with a picture of a gun and a gun on it
image_232.png,propaganda,a photography of a group of children in uniform sitting at a table,a book cover of the story of war camp community service
image_35.png,propaganda,a photography of a painting of a group of people standing in a crowd,painting of a group of people standing in a line with umbrellas
image_204.png,propaganda,a photography of a poster with a soldier holding a gun,a picture taken from a poster of a soldier holding a gun
image_400.png,propaganda,a photography of a poster advertising a concert at the theatre,a poster advertising the three soldiers of muscle
image_283.png,propaganda,a photography of a poster advertising a french concert,a poster advertising a french concert in paris
image_429.png,propaganda,a photography of a poster of a group of people standing in a room,a book cover of a group of people standing in front of a crowd
image_21.png,propaganda,a photography of a poster advertising a concert in paris,a close up of a newspaper advertisement on a wall
image_46.png,propaganda,a photography of a book with pictures of a house and a train,a close up of a book with pictures of a house
image_79.png,propaganda,a photography of a sign advertising a french restaurant,a close up of a sign advertising a french restaurant
image_287.png,propaganda,a photography of a poster with a picture of a train,a close up of a book with pictures of buildings and a sign
image_344.png,propaganda,a photography of a poster for the 2nd liberty loan,a picture of a poster for the 2nd liberty loan
image_48.png,propaganda,a photography of a woman in a tennis outfit is holding a racket,arafed picture of a woman in a tennis outfit holding a racket
image_18.png,propaganda,a photography of a book with a picture of a man in a suit,an old newspaper with a picture of a man in a suit
image_464.png,propaganda,a photography of a poster of a woman holding a flag,a close up of a poster with a man holding a flag
image_409.png,propaganda,a photography of a poster with a picture of a military vehicle,arafed poster of a military vehicle with soldiers on it
image_448.png,propaganda,a photography of a black and white photo of a globe with red lines,a close up of a black and white photo of a globe with red lines
image_206.png,propaganda,a photography of a woman in a white hat and red cross uniform,a close up of a poster with a woman in a red cross uniform
image_442.png,propaganda,a photography of a poster with a statue of liberty on it,a poster with a statue of liberty on it in the middle of a red sky
image_465.png,propaganda,a photography of a child with a poster on it that says buy war bonds,a close up of a poster with a child on it
image_477.png,propaganda,a photography of a poster with a description of the events,a poster with a picture of a man on a horse
image_186.png,propaganda,a photography of a poster of two men shaking hands,a poster of two men shaking hands in front of a body of water
image_205.png,propaganda,a photography of a child sitting on a window sill looking out a window,arafed picture of a child sitting on a window sill
image_45.png,propaganda,a photography of a poster with a description of the french government,a black and white poster with a picture of a man in a suit
image_39.png,propaganda,a photography of a poster with a man holding a newspaper,a close up of a poster with a man holding a newspaper
image_52.png,propaganda,a photography of a russian document with a picture of a coat of arms,a close up of a newspaper with a picture of a coat of arms
image_208.png,propaganda,a photography of a poster with a picture of a man on a skateboard,poster of a man standing in front of a door with a sign
image_365.png,propaganda,a photography of a poster with a number of people on it,a close up of a poster with a number of people on it
image_19.png,propaganda,a photography of a book with a red border and a black background,a close up of a book with a red border and a black background
image_357.png,propaganda,a photography of a poster advertising a french revolution,a poster advertising the birth of the french revolution
image_138.png,propaganda,a photography of a poster with a picture of a battleship and a boat,a poster with a picture of a battleship and other ships
image_404.png,propaganda,a photography of a poster with a picture of a soldier on a horse,a close up of a poster with a man on a horse
image_295.png,propaganda,a photography of a poster with a magnifying glass on it,a poster with a magnifying glass and a piece of paper
image_246.png,propaganda,a photography of a poster of a man holding a gun,a close up of a poster with a man holding a gun
image_452.png,propaganda,a photography of a poster with a statue of liberty surrounded by flags,a close up of a poster with flags and a statue of liberty
image_453.png,propaganda,a photography of a poster advertising a grand gala,a close up of a poster with a lot of words on it
image_424.png,propaganda,a photography of a poster with a man and a woman in white coats,a book cover of the book silence and confidence
image_49.png,propaganda,a photography of a poster with a man in a top hat and a woman in a top hat,a close up of a poster with a man in a top hat
image_60.png,propaganda,a photography of a poster with a picture of a game,a black and white poster with a picture of a game
image_98.png,propaganda,a photography of a poster of two men in uniform,a close up of a poster with two men in uniform
image_288.png,propaganda,a photography of a poster with a man and a dog on it,a poster with a man and a dog on it
image_440.png,propaganda,a photography of a poster of a navy ship in the ocean,a close up of a poster of a battleship in the water
image_86.png,propaganda,"a photography of a document with a red, white and blue stripe",a close up of a document with a red and blue stripe
image_360.png,propaganda,a photography of a poster advertising a concert in paris,a close up of a poster with a picture of a man
image_175.png,propaganda,a photography of a poster of a woman holding a flag,a close up of a poster with a woman holding a flag
image_16.png,propaganda,a photography of a newspaper article with a picture of a man,a close up of a newspaper with a picture of a person on a cell phone
image_51.png,propaganda,a photography of a red and white book with a red border,a close up of a book with a red cover and a white page
image_291.png,propaganda,a photography of a poster of a man holding a child,a close up of a poster on a wall with a fire in the background
image_57.png,propaganda,a photography of a poster for a war camp community service,a picture of a poster for a war camp community service
image_269.png,propaganda,a photography of a drawing of a man and a woman in a snowy forest,a close up of a drawing of a man and a woman in a snowy forest
image_106.png,propaganda,a photography of a poster with a picture of a man riding a horse,arafed poster of a man riding a horse with a flag on it
image_152.png,propaganda,a photography of two people with hats on their heads standing in a field,there are two people standing on a hill with hats on
image_507.png,propaganda,a photography of a poster advertising a coca cola company,a poster for a coca cola company advertises the use of children
image_31.png,propaganda,a photography of a man in a uniform is posing for a picture,a close up of a black and white photo of a man in uniform
image_391.png,propaganda,a photography of a poster advertising a performance of the represenstation theatre,a black and white poster with a black frame and a black and white image
image_127.png,propaganda,a photography of a newspaper advertisement for the concours,a black and white poster with a large text on it
image_395.png,propaganda,a photography of a newspaper advertisement with a picture of a man,a black and white poster with a picture of a man in a suit
image_401.png,propaganda,a photography of a poster advertising a 3 - otters of march concert,a poster for the three otters of march concert
image_261.png,propaganda,a photography of a picture of a city with a train on it,a black and white photo of a picture of a city
image_315.png,propaganda,a photography of a poster with a bunch of cartoon characters,a close up of a poster with a bunch of cartoon characters
image_188.png,propaganda,a photography of a poster advertising a grand gala,a poster advertising a concert at the grand gala
image_187.png,propaganda,a photography of a sign advertising a grand gala,a close up of a sign on a wall with a black background
image_153.png,propaganda,a photography of a poster advertising a school lunch program,poster of a boy holding a baseball glove and a teddy bear
image_468.png,propaganda,a photography of a poster advertising a meeting in the town of fort national,a black and white poster with a black border and a white background
image_430.png,propaganda,a photography of a poster with a diagram of a boat and a man in the water,a close up of a poster with a boat and a person on a boat
image_33.png,propaganda,a photography of a man in a suit and tie posing for a picture,a black and white photo of a man in a suit and tie
image_123.png,propaganda,a photography of a poster advertising a convention in a museum,a poster advertising a convention for the convention of the convention
image_501.png,propaganda,a photography of a poster with a soldier holding a gun,a poster with a soldier holding a gun and a knife
image_378.png,propaganda,a photography of a poster advertising a concert in paris,a poster advertising a concert in the french language
image_81.png,propaganda,a photography of a poster of a man sitting on a suitcase,arafed image of a man sitting on a suitcase with a man in the background
image_22.png,propaganda,a photography of a poster with a picture of a man in a suit,a close up of a poster with a bunch of pictures of men
image_447.png,propaganda,a photography of a sign with a hand print on it,a close up of a sign with a hand print on it
image_237.png,propaganda,a photography of a poster with a gear wheel on it,poster with a picture of a gear wheel and words on it
image_23.png,propaganda,a photography of a picture of a building with trees in the background,a picture of a picture of a building with trees in the background
image_392.png,propaganda,a photography of a poster for a theatre in paris,a close up of a poster with a black background
image_54.png,propaganda,a photography of a map of the world on a piece of paper,a close up of a map of the world on a black background
image_346.png,propaganda,a photography of a poster of a man in a hospital bed,arafed image of a man in a white coat and tie standing next to a bed
image_279.png,propaganda,a photography of a poster for a concert in the early 20th century,a close up of a poster with a bunch of words on it
image_37.png,propaganda,a photography of a menu for a restaurant with a picture of a man,a close up of a menu with a black border on a white background
image_83.png,propaganda,a photography of a poster with a picture of a eagle and a flag,a poster with a picture of a eagle and a flag
image_301.png,propaganda,a photography of a sign that is on the side of a building,a close up of a sign with a picture of a man
image_416.png,propaganda,a photography of a poster advertising a cigarette and a cigarette holder,a close up of a poster with a cigarette and a cigarette holder
image_482.png,propaganda,a photography of a poster advertising a meeting of the union movement of resistance,a black and white poster with a picture of a man in a suit
image_43.png,propaganda,a photography of a poster with a group of men in a red background,a close up of a poster with a group of men in a red background
image_189.png,propaganda,a photography of a poster advertising a grand gala,a black and white photo of a poster with a picture of a man
image_214.png,propaganda,a photography of a woman in a green dress standing on a table,arafed picture of a woman in a green dress standing on a table
image_316.png,propaganda,a photography of a poster for a lubber's don't live event,a poster for a political campaign with a cartoon of a man holding a sign
image_369.png,propaganda,a photography of a poster advertising a movie starring a film,a close up of a poster with a picture of a man on a skateboard
image_27.png,propaganda,a photography of a cross with a quote on it,a picture of a picture of a cross with a quote on it
image_117.png,propaganda,a photography of a poster of a woman holding a flag,a picture taken from a magazine with a poster of a man on a boat
image_108.png,propaganda,a photography of a poster with a picture of a man in a red bow tie,a close up of a sign with a picture of a man in a red bow tie
image_215.png,propaganda,a photography of a poster advertising a movie starring marcel renant,a close up of a poster with a picture of a man
image_99.png,propaganda,a photography of a poster for the movie,"a poster for the movie, the book of the dead"
image_305.png,propaganda,a photography of a poster advertising a group of people,a poster advertising a group of people playing a game of lubbers
image_26.png,propaganda,a photography of a man and a boy are talking to each other,a close up of a poster with a man and a child
image_96.png,propaganda,a photography of a poster of a statue of liberty in the water,a picture of a picture of a statue of liberty on a poster
image_296.png,propaganda,a photography of a drawing of a man holding a paddle,a drawing of a man holding a paddle next to a boat
image_260.png,propaganda,a photography of a drawing of a man playing a trumpet,drawing of a man and a woman playing music with a cat
image_394.png,propaganda,a photography of a newspaper advertisement for a political event,a black and white poster with a picture of a man in a suit
image_435.png,propaganda,a photography of a painting of a man holding a sword,painting of a man holding a sword with a quote on it
image_202.png,propaganda,a photography of a black poster with a bunch of different parts,a close up of a black poster with a bunch of different parts
image_207.png,propaganda,a photography of a poster with a picture of a man doing a yoga pose,health strength joy by dr william b jones
image_133.png,propaganda,a photography of a poster with a man holding a gun,a close up of a poster on a wall with a person holding a gun
image_210.png,propaganda,a photography of a poster advertising a war savings pledge,help them keep your war savings pledge
image_82.png,propaganda,a photography of a poster of a man raising his fist,a close up of a poster with a man holding a fist
image_252.png,propaganda,a photography of a poster advertising a food company,a picture of a poster advertising food and a couple of men
image_323.png,propaganda,a photography of a poster advertising a meeting in japanese,a close up of a sign on a wall with a picture of a man
image_478.png,propaganda,a photography of a poster for a toothpaste ad,a close up of a cup with a picture of a man and two women
image_256.png,propaganda,a photography of a poster with a picture of three people,a poster with a picture of three men and a woman
image_309.png,propaganda,a photography of a poster with a picture of a man and a woman,a close up of a poster with a bunch of different things
image_254.png,propaganda,a photography of a poster of a nurse holding a red cross,poster of a nurse holding a red cross in her hand
image_431.png,propaganda,a photography of a poster with a man on a ski lift,a close up of a poster with a person on a ski lift
image_231.png,propaganda,a photography of a red and blue sign with the v in it,a close up of a sign with a v on it
image_250.png,propaganda,a photography of a poster with a train on it,arafed poster of a train with a man in a hat and a woman in a coat
image_275.png,propaganda,a photography of a poster for a meeting in paris,a poster for a meeting in the french language
image_193.png,propaganda,a photography of a poster advertising a french newspaper,a close up of a poster with a bunch of words on it
image_299.png,propaganda,a photography of a poster advertising a camp in the woods,a close up of a poster with a picture of a camp
image_268.png,propaganda,a photography of a poster advertising a tennis match,a poster of a man is holding a tennis racket
image_385.png,propaganda,a photography of a book cover with a silhouette of a man and a woman,a book cover of remember belgium with a silhouette of a man and woman
image_172.png,propaganda,a photography of a poster with a picture of a group of people,a close up of a poster with a wheel of food on it
image_61.png,propaganda,a photography of a newspaper advertisement with a picture of a man,a close up of a newspaper with a black background
image_64.png,propaganda,a photography of a poster with a hammer and sick eye,a close up of a poster with a hammer and sick eye
image_13.png,propaganda,a photography of a poster with a man on a horse riding a fish,a picture of a poster with a man riding a horse
image_504.png,propaganda,a photography of a poster of a woman holding a sword and shield,a picture of a poster of a woman holding a sword and shield
image_493.png,propaganda,a photography of a sign that is on a wall,a close up of a sign on a wall with a black frame
image_116.png,propaganda,a photography of a poster advertising a concert at the national theatre,a poster advertising a concert for the chicago orchestra
image_262.png,propaganda,a photography of a newspaper with a picture of a man and a woman,a close up of a sign on a wall with a picture of a man and a woman
image_245.png,propaganda,a photography of a medical poster with a caduce and a ribbon,a close up of a sign with a picture of a medical symbol
image_420.png,propaganda,a photography of a poster for a service in the united states,a poster for the national railroad service shows three men in uniform
image_322.png,propaganda,a photography of a poster advertising a cruise on a camel,a close up of a poster on a wall with a horse
image_441.png,propaganda,a photography of a poster with a man sitting in a chair,arafed poster of a man in a uniform sitting in a chair
image_181.png,propaganda,a photography of a poster with a soldier holding a gun,a close up of a sign with a gun and a soldier
24803.jpg,none_propaganda,a photography of a group of people standing on top of a hill,a close up of a movie poster with a group of people
24433.jpg,none_propaganda,a photography of a woman holding a white teddy bear,a close up of a poster for a movie with a woman holding a white teddy bear
24548.jpg,none_propaganda,a photography of a poster for the movie she done him wrong,a poster for the movie she done him wrong
23686.jpg,none_propaganda,a photography of a poster for a movie starring a couple kissing,"a poster for the movie, the great gatsby"
25347.jpg,none_propaganda,a photography of a poster for the movie's title,a close up of a poster for a movie with a cartoon character
23891.jpg,none_propaganda,"a photography of a poster for the film,'christopher strong '","a poster for the film,'christopher strong '"
24592.jpg,none_propaganda,a photography of a movie poster of a man and woman kissing,somewhere in sonford dvd
25164.jpg,none_propaganda,a photography of a movie poster for the movie the cannivore,a poster for the movie the cannivore
25345.jpg,none_propaganda,a photography of a movie poster for the kentucky kernels,a poster for the movie kentucky kernels
7361.jpg,none_propaganda,a photography of a magazine advertisement for a musical performance,a close up of a newspaper advertisement with a woman in a white dress
25555.jpg,none_propaganda,a photography of a woman smoking a cigarette in a blue dress,a poster for the movie nana
6548.jpg,none_propaganda,a photography of a man with a green tie and a black jacket,arafed image of a man with a green tie and a mustache
25397.jpg,none_propaganda,a photography of a man in a striped shirt is posing for a picture,a close up of a poster for a movie with a man jumping
23902.jpg,none_propaganda,a photography of a movie poster with a man and a woman,a movie poster for el compa de mendoza
24865.jpg,none_propaganda,a photography of a poster for the movie the barbers of winpol street,a poster for the movie the barbers of winpol street
25091.jpg,none_propaganda,a photography of a woman and a man in a movie poster,evelyn prentice - theatrical movie poster for evelyn prentice
23198.jpg,none_propaganda,a photography of a poster for the match king,a poster for the match king starring a man and woman kissing
2795.jpg,none_propaganda,a photography of a man and woman in a suit and hat,a poster for a film with a man and woman talking
24685.jpg,none_propaganda,a photography of a man and woman in a movie poster,a close up of a movie cover with a woman and a man
24600.jpg,none_propaganda,a photography of a man and woman standing next to each other,arafed black and white photo of a man and woman holding balloons
25456.jpg,none_propaganda,a photography of a man of aran with a group of people,a close up of a poster of a man of aran
24873.jpg,none_propaganda,a photography of a poster for a movie starring mae west,a close up of a poster for a movie starring a woman in a hat
4277.jpg,none_propaganda,a photography of a man in a red jacket and blue pants,arafed image of a man in a red jacket and blue pants
24314.jpg,none_propaganda,a photography of a movie poster for the mayor of hell,a poster for the movie the mayor of hell
25126.jpg,none_propaganda,a photography of a cartoon mouse sitting on a tree branch,a close up of a cartoon mouse on a tree branch
8827.jpg,none_propaganda,a photography of a woman in a suit and tie with a book,a poster of a woman in a suit and tie with a book
24264.jpg,none_propaganda,a photography of a poster for the film little women,a poster for the film little women
24991.jpg,none_propaganda,a photography of a poster for cleopatra,cleopatra movie poster
24768.jpg,none_propaganda,a photography of a movie poster for the whispering shadow,the whispering shadow dvd
25202.jpg,none_propaganda,a photography of a movie poster for the great expectationss,great expectations dvd cover
6333.jpg,none_propaganda,a photography of a poster advertising a naval event,a poster for the 2000 leagues under the sea
23790.jpg,none_propaganda,a photography of a movie poster for before dawn,"a poster for before dawn starring actors, from left, and a woman"
24293.jpg,none_propaganda,a photography of a dvd cover of a man from monterey,a picture of a dvd cover with a man from monterey
4008.jpg,none_propaganda,a photography of a poster advertising a dinosaur riding a car,a close up of a poster of a dinosaur with a car on it
3419.jpg,none_propaganda,a photography of a movie poster for the student of prague,a movie poster for the student of prague
9932.jpg,none_propaganda,a photography of a group of men standing next to each other,several men are standing around a bench in a room
23825.jpg,none_propaganda,a photography of a poster for a movie starring a woman in a bikini,a close up of a poster for a movie starring a woman in a bikini
6517.jpg,none_propaganda,a photography of a poster for the movie the battle of civilization,a poster for the battle of civilization
23694.jpg,none_propaganda,a photography of a poster for a white zombie movie,a poster for white zombie with a hand holding a fist
8443.jpg,none_propaganda,a photography of a woman standing in front of a mirror,there is a woman standing in front of a mirror with a dog
25211.jpg,none_propaganda,a photography of mickey and the beanstalk,mickey and the beanstalk
24660.jpg,none_propaganda,a photography of a book cover of three little pigs,a picture of three little pigs
3772.jpg,none_propaganda,a photography of a poster for a movie starring mary pickford and cinderella,a poster for the film cinderella starring mary pickford and cinderella
23926.jpg,none_propaganda,a photography of a poster for the movie crazy lady,a poster for the movie crazy lady
4972.jpg,none_propaganda,a photography of a poster of a man on a horse,a close up of a poster of a man on a horse
24852.jpg,none_propaganda,a photography of a movie poster for march of the wooden soldiers,a movie poster for march of the wooden soldiers
23817.jpg,none_propaganda,a photography of a poster for a movie starring blonde johnson,blondie johnson movie poster
25329.jpg,none_propaganda,a photography of a movie poster for a film starring a man and a woman,a close up of a poster for a movie with a man and woman
24411.jpg,none_propaganda,a photography of a poster for a movie starring one man's journey,a poster for one man's journey starring barry moore
25465.jpg,none_propaganda,a photography of a poster for sex manias,sex manias a face - to - face story from the life of love - saved humans
9937.jpg,none_propaganda,a photography of a poster for a movie starring blind husbands,a poster for a movie starring a man and woman
4282.jpg,none_propaganda,a photography of a woman and two men standing next to each other,a black and white photo of three women standing next to each other
9968.jpg,none_propaganda,a photography of a poster for a movie starring a man and a woman,broken blossoms - british movie poster
23249.jpg,none_propaganda,a photography of a poster for the movie the murders in the rue morgue,a poster for the movie murderss in the rue morgue
24302.jpg,none_propaganda,a photography of a movie poster for man's castle,a poster for the movie man's castle starring actors
23982.jpg,none_propaganda,"a photography of a poster for a movie starring the movie,'emmer the great '",a close up of a poster for a baseball game with a man holding a bat
25346.jpg,none_propaganda,a photography of a movie poster for the key,a poster for the movie the key
25478.jpg,none_propaganda,a photography of a poster for a movie starring a man and a woman,a poster for the movie maserade
25251.jpg,none_propaganda,a photography of a poster for a movie starring a man and a woman,a poster for the movie hide out starring actors
6414.jpg,none_propaganda,a photography of a poster for charlie chaplin's behind the screen,a close up of a poster for a movie with a man sitting on a bench
25452.jpg,none_propaganda,a photography of a poster for the man who knew too much,a poster for the man who knew too much
4712.jpg,none_propaganda,a photography of a man in a suit and tie posing for a picture,arafed man in a suit and tie posing for a picture
24902.jpg,none_propaganda,a photography of a man and a woman in a western western movie,a picture of a dvd cover of a man and a woman
23939.jpg,none_propaganda,a photography of a man sitting on a cannon with a man standing next to it,a close up of a person on a train with a cannon
7880.jpg,none_propaganda,a photography of a poster advertising a movie starring charlie chaplin,a close up of a poster for a movie with a man holding a gun
7338.jpg,none_propaganda,a photography of a man sitting at a table with a glass of wine,arafed poster of a man sitting at a table with a glass of wine
23293.jpg,none_propaganda,a photography of a poster for the old dark house,a poster for the old dark house
4194.jpg,none_propaganda,a photography of a poster for a comedy starring charlie chaplin and his country out,a poster for a movie starring two men in a wrestling ring
6177.jpg,none_propaganda,a photography of a poster advertising a couple of men in top hats,poster of two men in top hats and tails standing next to each other
23881.jpg,none_propaganda,a photography of a poster for the movie charlie chan's greatest case,a poster for the movie charlie chan's greatest case
24593.jpg,none_propaganda,a photography of a poster for a movie starring a gorilla and a man,a poster for the film son of kong
23251.jpg,none_propaganda,a photography of a man leaning on a piano in a living room,there are two men standing next to a piano in a living room
5960.jpg,none_propaganda,a photography of a movie poster for the film the regeneration,a close up of a poster for a movie with a man and woman
25227.jpg,none_propaganda,a photography of a man in a suit and tie with a black background,a picture of a man in a suit and tie standing in front of a black background
